Bid No,Items,Quantity,Department Name And Address,Start Date,End Date,RA available
GEM/2025/B/6870693,"Repair, Maintenance, and Installation of Plant/ Systems/Equipments (Version 2) - ICGS VIJIT; H-569 ",1,Ministry of Defence Department of Defence,2025-11-09T12:04:01Z,2025-11-09T12:04:01Z,No
GEM/2025/B/6870825,"Guide to the Collision Avoidance Rules 7th edition,2010 HNS Convention 2013 Edition,International S",6,Ministry of Defence Department of Defence,2025-11-09T13:24:22Z,2025-11-09T13:24:22Z,No
GEM/2025/B/6868827,"WHITE SOFT PARAFFIN AND LIQUID PARAFFIN CREAM,COAL TAR AND SALICYLIC ACID SOLUTION 1 PER W W 3PER W",575,Ministry of Defence Department of Military Affairs,2025-11-08T12:02:11Z,2025-11-08T12:02:11Z,No
GEM/2025/B/6809599,SURGICAL LOUPES: ULTRA LIGHT OPTIC,2,Ministry of Defence Department of Military Affairs,2025-11-08T12:30:04Z,2025-11-08T12:30:04Z,No
GEM/2025/B/6869054,PROCUREMENT OF MISC ITEMS,1,Ministry of Defence Department of Military Affairs,2025-11-08T12:55:31Z,2025-11-08T12:55:31Z,No
GEM/2025/B/6836998,Professional SSD based Video Recorder with compatible 2 TB SSD,2,Ministry of Information and Broadcasting Ministry of Information and Broadcasting,2025-11-08T13:06:36Z,2025-11-08T13:06:36Z,No
GEM/2025/B/6861455,"Besan (????),Cumin (????)",1932,"Social Welfare Department, Andaman & Nicobar",2025-11-06T16:15:26Z,2025-11-06T16:15:26Z,No
GEM/2025/B/6861376,"Finger Millet Flour or Ragi Flour (Defence),Pearl Millet Flour or Bajra Flour (Defence)",3180,"Social Welfare Department, Andaman & Nicobar",2025-11-06T16:22:02Z,2025-11-06T16:22:02Z,No
GEM/2025/B/6862140,Self Adhesive Flags (V3),200,Health Department Andaman & Nicobar,2025-11-06T16:13:30Z,2025-11-06T16:13:30Z,No
GEM/2025/B/6862109,Waste Container (V3),10,Health Department Andaman & Nicobar,2025-11-06T16:10:15Z,2025-11-06T16:10:15Z,No
GEM/2025/B/6862054,Paper Punch Machine(V2),50,Health Department Andaman & Nicobar,2025-11-06T16:05:34Z,2025-11-06T16:05:34Z,No
GEM/2025/B/6830915,High End Desktop Computer,2,Ministry of Environment Forest and Climate Change NA,2025-11-06T16:05:34Z,2025-11-06T16:05:34Z,No
GEM/2025/B/6821572,"Repair, Maintenance, and Installation of Plant/ Systems/Equipments (Version 2) - Harbour Craft-546;",1,Ministry of Defence Department of Defence,2025-11-06T17:42:46Z,2025-11-06T17:42:46Z,No
GEM/2025/B/6680700,Professional Painting Service - Metals; NA; Vehicles,1,Ministry of Defence Department of Military Affairs,2025-11-06T09:36:02Z,2025-11-06T09:36:02Z,No
GEM/2025/B/6744620,Radar Speed Display Board (V2),3,Ministry of Defence Department of Military Affairs,2025-11-06T11:42:19Z,2025-11-06T11:42:19Z,No
GEM/2025/B/6777790,Interactive Panels with CPU,1,Ministry of Home Affairs Women Safety Division,2025-10-27T10:16:14Z,2025-10-27T10:16:14Z,No
GEM/2025/B/6868742,OIL,2,Ministry of Defence Department of Military Affairs,2025-11-08T11:52:38Z,2025-11-08T11:52:38Z,No
GEM/2025/B/6868686,"Impeller,Coolant Line",2,Ministry of Defence Department of Defence,2025-11-08T11:45:10Z,2025-11-08T11:45:10Z,No
GEM/2025/B/6867260,"Revolving Chair (V5),Revolving Chair (V5),Revolving Chair (V5),Revolving Chair (V5),Chair (Without ",106,Ministry of Civil Aviation Airports Authority of India (AAI),2025-11-08T11:59:24Z,2025-11-08T11:59:24Z,No
GEM/2025/B/6860196,"NK-5016,LP-01-15-100,NK-3773,NK-1320,SE-0216-460A,S-101-16-410,SE-03-16-510A,NK-2327,NK-2330",10,Ministry of Defence Department of Military Affairs,2025-11-06T12:11:46Z,2025-11-06T12:11:46Z,No
GEM/2025/B/6860085,"ME-601290,MC-113030,2530-014039,MB-181537,MB-302723,ME700127,IB-002801,NK000799,ME-500850,ME-602710",19,Ministry of Defence Department of Military Affairs,2025-11-06T12:09:48Z,2025-11-06T12:09:48Z,No
GEM/2025/B/6859838,"4010-004113,5330-395611,143971,141122,NK-4724,2575-5440-0111,NK-2792,2574-5441-0139,NK-2592,ME-0117",28,Ministry of Defence Department of Military Affairs,2025-11-06T12:07:23Z,2025-11-06T12:07:23Z,No
GEM/2025/B/6859714,"340-331-0050,NK-5028,MB-025295,ID-337989,MB-025295,NK-4272,NK-1960,MB-025390,MW-033300,MH-034189,NK",34,Ministry of Defence Department of Military Affairs,2025-11-06T12:05:05Z,2025-11-06T12:05:05Z,No
GEM/2025/B/6838966,Manpower Outsourcing Services - Minimum wage - Skilled; High School; Others,1,"Tribal welfare Department, Andaman & Nicobar",2025-11-06T12:44:24Z,2025-11-06T12:44:24Z,No
GEM/2025/B/6396355,"Tape Transparent,DVD,wonder TAPE,M Seal,Candle Wax Dia 19MM,Anti Rust Spray,Tape Transparent,Toilet",10602,Ministry of Defence Department of Defence,2025-07-01T13:11:29Z,2025-07-01T13:11:29Z,No
GEM/2025/B/6777790,Interactive Panels with CPU,1,Ministry of Home Affairs Women Safety Division,2025-10-27T10:16:14Z,2025-10-27T10:16:14Z,No
GEM/2025/B/6859574,"2060-2910-0128,NK-2849,NK000631,ID-337989,ME-016833X,ME-016864,MB-100248,NK000647,WT-49-23-570,W002",23,Ministry of Defence Department of Military Affairs,2025-11-06T11:59:05Z,2025-11-06T11:59:05Z,No
GEM/2025/B/6859503,"NK-1912,NK-1913,83550-198-900,144570,2590-024220,NK000130,NK-1506,6680-010749,LP-01-24-18,03013AA02",27,Ministry of Defence Department of Military Affairs,2025-11-06T11:56:25Z,2025-11-06T11:56:25Z,No
GEM/2025/B/6859395,"4010-004113,4010-004113,6240-001283,P-3101540,X-7423500,F-3131415,6240-001283,5330-395611,591683,P-",28,Ministry of Defence Department of Military Affairs,2025-11-06T11:54:24Z,2025-11-06T11:54:24Z,No
GEM/2025/B/6859308,"NK000714,9510-000084,9510-000257,9510-000270,9520-000001,3439-000013",641,Ministry of Defence Department of Military Affairs,2025-11-06T11:52:05Z,2025-11-06T11:52:05Z,No
GEM/2025/B/6859291,"NK000714,9510-000084,9510-000257,9510-000270,9520-000001,3439-000013",450,Ministry of Defence Department of Military Affairs,2025-11-06T11:49:14Z,2025-11-06T11:49:14Z,No
GEM/2025/B/6744620,Radar Speed Display Board (V2),3,Ministry of Defence Department of Military Affairs,2025-11-06T11:42:19Z,2025-11-06T11:42:19Z,No
GEM/2025/B/6862140,Self Adhesive Flags (V3),200,Health Department Andaman & Nicobar,2025-11-06T16:13:30Z,2025-11-06T16:13:30Z,No
GEM/2025/B/6862109,Waste Container (V3),10,Health Department Andaman & Nicobar,2025-11-06T16:10:15Z,2025-11-06T16:10:15Z,No
GEM/2025/B/6862054,Paper Punch Machine(V2),50,Health Department Andaman & Nicobar,2025-11-06T16:05:34Z,2025-11-06T16:05:34Z,No
GEM/2025/B/6830915,High End Desktop Computer,2,Ministry of Environment Forest and Climate Change NA,2025-11-06T16:05:34Z,2025-11-06T16:05:34Z,No
GEM/2025/B/6862911,High End Desktop Computer,3,Ministry of Environment Forest and Climate Change NA,2025-11-06T18:32:25Z,2025-11-06T18:32:25Z,No
GEM/2025/B/6746115,First Aid Dressing,74,Health Department Andaman & Nicobar,2025-11-07T10:05:27Z,2025-11-07T10:05:27Z,No
GEM/2025/B/6864735,"Paddy unhusked rice for elephant feed clean, dry,Wheat for elephant feed clean, dry,,Whole Black Gr",2214,Ministry of Environment Forest and Climate Change NA,2025-11-07T12:14:44Z,2025-11-07T12:14:44Z,No
GEM/2025/B/6823185,Procurement of VHF DSC RT with Accessories for ICGS Rajkamal,1,Ministry of Defence Department of Defence,2025-11-07T11:39:44Z,2025-11-07T11:39:44Z,No
GEM/2025/B/6815593,Multifunction Machine MFM (V2),1,Ministry of Environment Forest and Climate Change NA,2025-10-27T14:52:33Z,2025-10-27T14:52:33Z,No
GEM/2025/B/6798232,"Digital Multi Meter,AC DC Clamp meter,insulation tester,earth tester,blower,soldering iron,pump,lin",133,"Ministry of Ports, Shipping and Waterways NA",2025-10-17T17:50:51Z,2025-10-17T17:50:51Z,No
GEM/2025/B/6759999,Repair and Overhauling Service - diesel generators- DG Sets; Kirloskar; Yes; Buyer Premises,1,Ministry of Home Affairs Women Safety Division,2025-10-21T11:42:48Z,2025-10-21T11:42:48Z,No
GEM/2025/B/6750309,Interactive Panels with CPU,1,Fisheries Department Andaman & Nicobar,2025-10-24T18:47:25Z,2025-10-24T18:47:25Z,No
GEM/2025/B/6866416,"Silver Foil,Cordless Bell,Custom size Table top glass for Computer Table,Wall clock square shape,Al",964,Ministry of Defence Department of Military Affairs,2025-11-07T16:22:57Z,2025-11-07T16:22:57Z,No
GEM/2025/B/6860099,High End Desktop Computer,5,Ministry of Environment Forest and Climate Change NA,2025-11-07T15:21:50Z,2025-11-07T15:21:50Z,No
GEM/2025/B/6772835,Manpower Outsourcing Services - Fixed Remuneration - IT-Technical; Programmar/Software Application ,2,Police Department Andaman & Nicobar,2025-11-06T17:22:04Z,2025-11-06T17:22:04Z,No
GEM/2025/B/6862342,"Distribution Transformer, 3 Phase, 11 kV > 200 KVA up to and Including 2500 KVA",5,"Electricity Department, Andaman & Nicobar",2025-11-06T17:14:33Z,2025-11-06T17:14:33Z,No
GEM/2025/B/6821572,"Repair, Maintenance, and Installation of Plant/ Systems/Equipments (Version 2) - Harbour Craft-546;",1,Ministry of Defence Department of Defence,2025-11-06T17:42:46Z,2025-11-06T17:42:46Z,No
GEM/2025/B/6680700,Professional Painting Service - Metals; NA; Vehicles,1,Ministry of Defence Department of Military Affairs,2025-11-06T09:36:02Z,2025-11-06T09:36:02Z,No
GEM/2025/B/6861357,"Salt,Spices,Ketchup,Oil,Pickle,Besan,Suji,Atta,White matter,Dalhan,Dal,Poha,Rice,Papad,Butter,Bread",24,Ministry of Youth Affairs and Sports Department of Sports,2025-11-06T15:15:09Z,2025-11-06T15:15:09Z,No
GEM/2025/B/6861925,"Antimicrobial Hand Wash (V2),Garbage Bags",150,Health Department Andaman & Nicobar,2025-11-06T15:50:37Z,2025-11-06T15:50:37Z,No
GEM/2025/B/6861511,Jaggery (????),4980,"Social Welfare Department, Andaman & Nicobar",2025-11-06T15:57:19Z,2025-11-06T15:57:19Z,No
GEM/2025/B/6861202,"FPO - Moong Dal,FPO - Masoor Dal ,FPO - Wheat Atta/Flour As Per IS: 1155-1968,FPO - Soya Beans,FPO ",8007,"Social Welfare Department, Andaman & Nicobar",2025-11-06T15:58:41Z,2025-11-06T15:58:41Z,No
GEM/2025/B/6860293,"domestic trays or platters,Recycled Towel,Paper weights,Domestic Mugs - Bathroom,Pad Lock Various (",70,Health Department Andaman & Nicobar,2025-11-06T15:58:26Z,2025-11-06T15:58:26Z,No
GEM/2025/B/6860165,"Naphthalene (V3) Conforming to IS 539,Household Laundry Detergent Powders (V2) Conforming to IS 495",270,Health Department Andaman & Nicobar,2025-11-06T15:52:41Z,2025-11-06T15:52:41Z,No
GEM/2025/B/6812849,"SENSOR PRESSURE, PART NO. 4911882, 30061265",6,Ministry of Defence Department of Defence,2025-11-06T15:48:56Z,2025-11-06T15:48:56Z,No
GEM/2025/B/6660009,11 or 33 kV Outdoor Live Tank Current Transformer (BHEL),9,"Electricity Department, Andaman & Nicobar",2025-10-25T10:42:49Z,2025-10-25T10:42:49Z,No
GEM/2025/B/6641213,"Cafeteria Chair,Metal Storage Cabinet",160,Health Department Andaman & Nicobar,2025-10-27T11:45:08Z,2025-10-27T11:45:08Z,No
GEM/2025/B/6641136,"Composite Office Tables confirming to IS 8126 (V2),Modular Table / Meeting Table / Centre Table (V2",106,Health Department Andaman & Nicobar,2025-10-27T12:15:29Z,2025-10-27T12:15:29Z,No
GEM/2025/B/6640948,Waiting Area / Airport Terminal / Public Place / Reception area Chair or Seat (V2),3,Health Department Andaman & Nicobar,2025-10-27T12:33:19Z,2025-10-27T12:33:19Z,No
GEM/2025/B/6640890,Tables - Handcrafted,2,Health Department Andaman & Nicobar,2025-10-27T12:46:54Z,2025-10-27T12:46:54Z,No
GEM/2025/B/6838097,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,13,Ministry of Defence Department of Military Affairs,2025-10-30T15:05:42Z,2025-10-30T15:05:42Z,No
GEM/2025/B/6750480,Anemometer,1,Ministry of Defence Department of Defence,2025-11-06T19:52:04Z,2025-11-06T19:52:04Z,No
GEM/2025/B/6641003,Magazine & Newspaper Racks,1,Health Department Andaman & Nicobar,2025-10-27T14:37:26Z,2025-10-27T14:37:26Z,No
GEM/2025/B/6862911,High End Desktop Computer,3,Ministry of Environment Forest and Climate Change NA,2025-11-06T18:32:25Z,2025-11-06T18:32:25Z,No
GEM/2025/B/6823185,Procurement of VHF DSC RT with Accessories for ICGS Rajkamal,1,Ministry of Defence Department of Defence,2025-11-07T11:39:44Z,2025-11-07T11:39:44Z,No
GEM/2025/B/6864735,"Paddy unhusked rice for elephant feed clean, dry,Wheat for elephant feed clean, dry,,Whole Black Gr",2214,Ministry of Environment Forest and Climate Change NA,2025-11-07T12:14:44Z,2025-11-07T12:14:44Z,No
GEM/2025/B/6865292,"METRONIDAZOLE 400 MG, TAB,SITAGLIPTIN 100 MG TAB",8000,Ministry of Defence Department of Military Affairs,2025-11-07T13:09:05Z,2025-11-07T13:09:05Z,No
GEM/2025/B/6816075,"GYM EQUIPMENTS 1,GYM EQUIPMENTS 2,GYM EQUIPMENTS 3,GYM EQUIPMENTS 4,GYM EQUIPMENTS 5,GYM EQUIPMENTS",62,Ministry of Defence Department of Military Affairs,2025-11-07T13:15:36Z,2025-11-07T13:15:36Z,No
GEM/2025/B/6719370,"Pneumatic Tyres For Passenger Car Vehicles - Diagonal And Radial Ply Marked to IS 15633,Pneumatic T",10,Health Department Andaman & Nicobar,2025-10-13T18:20:00Z,2025-10-13T18:20:00Z,No
GEM/2025/B/6596444,Repair and Overhauling Service - cars; TATA MOTORS; Yes; Buyer Premises,1,Health Department Andaman & Nicobar,2025-10-13T18:10:05Z,2025-10-13T18:10:05Z,No
GEM/2025/B/6868166,SPOTTING SCOPE CAMERA,1,Ministry of Defence Department of Military Affairs,2025-11-08T09:45:29Z,2025-11-08T09:45:29Z,No
GEM/2025/B/6815593,Multifunction Machine MFM (V2),1,Ministry of Environment Forest and Climate Change NA,2025-10-27T14:52:33Z,2025-10-27T14:52:33Z,No
GEM/2025/B/6798232,"Digital Multi Meter,AC DC Clamp meter,insulation tester,earth tester,blower,soldering iron,pump,lin",133,"Ministry of Ports, Shipping and Waterways NA",2025-10-17T17:50:51Z,2025-10-17T17:50:51Z,No
GEM/2025/B/6759999,Repair and Overhauling Service - diesel generators- DG Sets; Kirloskar; Yes; Buyer Premises,1,Ministry of Home Affairs Women Safety Division,2025-10-21T11:42:48Z,2025-10-21T11:42:48Z,No
GEM/2025/B/6836868,Repair and Overhauling Service - DEFECT RECTIFICATION ON FDS SL L-025 FOR C-416; DEFECT RECTIFICATI,1,Ministry of Defence Department of Defence,2025-11-02T16:05:14Z,2025-11-02T16:05:14Z,No
GEM/2025/B/6870588,STERILIZED SURGICAL SUTURE (CATGUT CHROMIC NO 1 (PRE-KNOTTED LOOP LIGATURE FOR ENDO SURGERY) 50 CM,3,Ministry of Defence Department of Military Affairs,2025-11-09T10:37:59Z,2025-11-09T10:37:59Z,No
GEM/2025/B/6870618,"TAB TAMSULOSIN HCL & DUTASTERIDE (0.4 MG+ 0.5MG),TAB CARBIMAZOLE 20 MG,GLYCOPYRRONIUM AND FORMOTERO",849,Ministry of Defence Department of Military Affairs,2025-11-09T11:04:05Z,2025-11-09T11:04:05Z,No
GEM/2025/B/6870693,"Repair, Maintenance, and Installation of Plant/ Systems/Equipments (Version 2) - ICGS VIJIT; H-569 ",1,Ministry of Defence Department of Defence,2025-11-09T12:04:01Z,2025-11-09T12:04:01Z,No
GEM/2025/B/6870825,"Guide to the Collision Avoidance Rules 7th edition,2010 HNS Convention 2013 Edition,International S",6,Ministry of Defence Department of Defence,2025-11-09T13:24:22Z,2025-11-09T13:24:22Z,No
GEM/2025/B/6751057,PROCUREMENT AND INSTALLATION OF MODULAR NAME BOARD AND INSIGNIA FOR BVY (SVP),1,Ministry of Defence Department of Military Affairs,2025-10-03T16:54:38Z,2025-10-03T16:54:38Z,No
GEM/2025/B/6871337,Security Manpower Service (Version 2.0) - Office/Commercial/Institutions/ Residential; Unarmed Secu,6,"Electricity Department, Andaman & Nicobar",2025-11-10T10:08:31Z,2025-11-10T10:08:31Z,No
GEM/2025/B/6860590,"Manpower Outsourcing Services - Minimum wage - Skilled; ITI; Others,Manpower Outsourcing Services -",6,Ministry of Defence Department of Military Affairs,2025-11-10T10:25:38Z,2025-11-10T10:25:38Z,No
GEM/2025/B/6670291,Manpower Outsourcing Services - Minimum wage - Unskilled; Not Required; Others,3,Ministry of Defence Department of Military Affairs,2025-11-10T10:16:20Z,2025-11-10T10:16:20Z,No
GEM/2025/B/6796636,Manpower Outsourcing Services - Minimum wage - Unskilled; Middle School; Others,1,Ministry of Defence Department of Military Affairs,2025-11-10T10:53:56Z,2025-11-10T10:53:56Z,No
GEM/2025/B/6867400,Repair and Overhauling Service - Two Wheeler - Motor Cycles and Scooters and Mopeds; BAJAJ; Yes; Bu,1,Ministry of Defence Department of Military Affairs,2025-11-08T19:02:25Z,2025-11-08T19:02:25Z,No
GEM/2025/B/6867349,Repair and Overhauling Service - Two Wheeler - Motor Cycles and Scooters and Mopeds; Bajaj Platina;,1,Ministry of Defence Department of Military Affairs,2025-11-08T19:01:13Z,2025-11-08T19:01:13Z,No
GEM/2025/B/6836868,Repair and Overhauling Service - DEFECT RECTIFICATION ON FDS SL L-025 FOR C-416; DEFECT RECTIFICATI,1,Ministry of Defence Department of Defence,2025-11-02T16:05:14Z,2025-11-02T16:05:14Z,No
GEM/2025/B/6791472,Steel Bookcases confirming to IS 7761 (V2),678,Education Department Andaman & Nicobar,2025-11-10T11:26:57Z,2025-11-10T11:26:57Z,No
GEM/2025/B/6871877,Custom Bid for Services - 4706 FABRICATION OF SOFA SET FOR FDN 1,1,Ministry of Defence Department of Military Affairs,2025-11-10T11:39:22Z,2025-11-10T11:39:22Z,No
GEM/2025/B/6853920,"EV6000B-M63102060 RESILIENT MOUNT TYPE GB 530-NR3,EV6000B-623-00006 SHAFT SEAL",13,Ministry of Defence Department of Military Affairs,2025-11-10T11:36:43Z,2025-11-10T11:36:43Z,No
GEM/2025/B/6747637,"CONSTRUCTION OF CABLE TRAY CEMENETED STAND FOR INSULATION,PROTECTION CORRIDOR WITH SS AND FITMENT,B",206,Ministry of Defence Department of Defence,2025-10-21T11:04:20Z,2025-10-21T11:04:20Z,No
GEM/2025/B/6845507,Monthly Basis Cab & Taxi Hiring Services - Sedan; 2500 km x 320 hours; Local,1,Education Department Andaman & Nicobar,2025-11-10T12:02:20Z,2025-11-10T12:02:20Z,No
GEM/2025/B/6842720,"Television supply and installation,Mixer Grinder,Double Door Refrigerator,Toaster With Electronic S",119,"Ministry of Ports, Shipping and Waterways NA",2025-11-10T12:18:49Z,2025-11-10T12:18:49Z,No
